"display_slug","neighborhood","city","country","country_code","floor_tier","reason"
"ukraine/kyiv/lypky","Lypky","Kyiv","Ukraine","UA","second","default: second-floor image remains representative"
"ukraine/kyiv/podil","Podil","Kyiv","Ukraine","UA","second","default: second-floor image remains representative"
"united-arab-emirates/al-majaz","Al Majaz","Sharjah","United Arab Emirates","AE","second","default: second-floor image remains representative"
"united-arab-emirates/dubai/jumeirah","Jumeirah","Dubai","United Arab Emirates","AE","second","curated: low-rise/historic fabric, second floor kept"
"united-kingdom/england/bath/bath-city-centre","Bath City Centre","Bath","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/birmingham/birmingham-city-centre","City Centre","Birmingham","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/birmingham/edgbaston","Edgbaston","Birmingham","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/birmingham/harborne","Harborne","Birmingham","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/birmingham/moseley","Moseley","Birmingham","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/blackpool/blackpool-town-center","Blackpool Town Centre","Blackpool","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/brighton/kemptown","Kemptown","Brighton","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/brighton/the-lanes","The Lanes","Brighton","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/bristol/bedminster","Bedminster","Bristol","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/bristol/bristol-old-city","Old City","Bristol","United Kingdom","GB","second","keyword 'old-city': low-rise/historic, second floor kept"
"united-kingdom/england/bristol/clifton","Clifton","Bristol","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/bristol/harbourside","Harbourside","Bristol","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/bristol/redcliffe","Redcliffe","Bristol","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/cambridge/cambridge-city-centre","Cambridge City Centre","Cambridge","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/cambridge/mill-road","Mill Road","Cambridge","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/cheltenham/montpellier","Montpellier","Cheltenham","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/coventry/coventry-city-centre","City Centre","Coventry","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/crawley/crawley-city-centre","City Centre","Crawley","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/leeds/chapel-allerton","Chapel Allerton","Leeds","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/leeds/headingley","Headingley","Leeds","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/leeds/holbeck","Holbeck / Granary Wharf","Leeds","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/leeds/leeds-city-center","City Centre","Leeds","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/leeds/roundhay","Roundhay","Leeds","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/leicester/leicester-city-centre","City Centre","Leicester","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/liverpool/baltic-triangle","Baltic Triangle","Liverpool","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/liverpool/georgian-quarter","Georgian Quarter","Liverpool","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/liverpool/liverpool-city-centre","City Centre","Liverpool","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/liverpool/ropewalks","Ropewalks","Liverpool","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/liverpool/sefton-park","Sefton Park area","Liverpool","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/london/angel","Angel","Islington","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/london/bermondsey","Bermondsey","London","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/london/brixton","Brixton","London","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/london/camden","Camden","London","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/london/canonbury","Canonbury","Islington","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/london/chelsea","Chelsea","London","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/london/clerkenwell","Clerkenwell","London","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/london/covent-garden","Covent Garden","London","United Kingdom","GB","second","keyword 'garden': low-rise/historic, second floor kept"
"united-kingdom/england/london/fitzrovia","Fitzrovia","London","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/london/hackney","Hackney","London","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/london/hampstead","Hampstead","London","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/london/islington","Islington","London","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/london/kensington","Kensington","London","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/london/kilburn","Kilburn","Brent","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/london/king-s-cross","King's Cross","London","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/london/marylebone","Marylebone","London","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/london/mayfair","Mayfair","London","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/london/notting-hill","Notting Hill","London","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/london/shoreditch","Shoreditch","London","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/london/soho","Soho","London","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/london/spitalfields","Spitalfields","London","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/manchester/castlefield","Castlefield","Manchester","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/manchester/chorlton-on-medlock","Chorlton","Manchester","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/manchester/didsbury","Didsbury","Manchester","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/manchester/manchester-city-centre","City Centre","Manchester","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/manchester/northern-quarter","Northern Quarter","Manchester","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/manchester/spinningfields","Spinningfields","Manchester","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/milton-keynes/central-milton-keynes","Central Milton Keynes","Milton Keynes","United Kingdom","GB","second","default: second-floor image remains representative"
"united-kingdom/england/newcastle-upon-tyne/jesmond","Jesmond","Newcastle upon Tyne","United Kingdom","GB","second","default: second-floor image remains representative"
